,platform,genre,title,score,Unnamed: 0.1,nplatform,ngenre,score8
875,Wii,platformer,SpongeBob SquarePants: Creature from the Krusty Krab,57,,0,0,0
878,PlayStation Vita,platformer,Disney Epic Mickey 2: The Power of Two,57,,11,0,0
879,PlayStation Vita,platformer,Little Deviants,57,,11,0,0
888,Xbox 360,platformer,Disney/Pixar Ratatouille,56,,5,0,0
895,PC,platformer,Superfrog HD,56,,14,0,0
896,Wii,platformer,Dood's Big Adventure,56,,0,0,0
902,PlayStation Vita,platformer,Superfrog HD,55,,11,0,0
904,PlayStation 3,platformer,Topatoi: Spinning Through The Worlds,55,,1,0,0
905,PC,platformer,CreaVures,55,,14,0,0
906,PC,platformer,Shrek 2,55,,14,0,0
910,PlayStation 3,platformer,Disney/Pixar Ratatouille,55,,1,0,0
912,Xbox One,platformer,Mighty No. 9,55,,12,0,0
913,3DS,platformer,Rabbids Travel in Time 3D,55,,9,0,0
915,Xbox 360,platformer,The War of the Worlds,55,,5,0,0
916,PC,platformer,Darkout,55,,14,0,0
918,Xbox 360,platformer,BurgerTime: World Tour,55,,5,0,0
922,PC,platformer,No Time to Explain,54,,14,0,0
923,PC,platformer,Pac-Man World 2,54,,14,0,0
924,PC,platformer,Sonic the Hedgehog 4: Episode II,54,,14,0,0
930,PC,platformer,Rush Bros,54,,14,0,0
932,PlayStation 3,platformer,Where the Wild Things Are,53,,1,0,0
935,Wii,platformer,Spider-Man 3,53,,0,0,0
936,Xbox 360,platformer,Ecco the Dolphin,53,,5,0,0
937,PlayStation 3,platformer,PlayStation Move Heroes,53,,1,0,0
942,PC,platformer,Bionicle,52,,14,0,0
945,PlayStation 3,platformer,Crescent Pale Mist,52,,1,0,0
948,PlayStation 4,platformer,Mighty No. 9,52,,15,0,0
951,PC,platformer,Mighty No. 9,52,,14,0,0
952,3DS,platformer,Bird Mania 3D,51,,9,0,0
955,Xbox 360,platformer,Rush'N Attack Ex-Patriot,51,,5,0,0
956,Xbox 360,platformer,Where the Wild Things Are,51,,5,0,0
957,PlayStation 3,platformer,Disney*Pixar WALL-E,51,,1,0,0
961,Wii,platformer,Disney*Pixar WALL-E,51,,0,0,0
964,Xbox 360,platformer,Flashback,50,,5,0,0
967,PlayStation 3,platformer,Sonic Adventure,50,,1,0,0
969,PlayStation 3,platformer,BurgerTime World Tour,50,,1,0,0
970,Xbox 360,platformer,Disney*Pixar WALL-E,50,,5,0,0
979,Xbox 360,platformer,Doodle Jump for Kinect,49,,5,0,0
980,Wii,platformer,Open Season,49,,0,0,0
985,Wii U,platformer,Mighty No. 9,48,,6,0,0
987,3DS,platformer,Johnny Impossible,48,,9,0,0
991,Xbox 360,platformer,Sonic Adventure,48,,5,0,0
995,PC,platformer,The Ant Bully,47,,14,0,0
996,Wii,platformer,Nickelodeon Dora the Explorer: Dora Saves the Snow Princess,47,,0,0,0
999,PlayStation 3,platformer,Rush'N Attack Ex-Patriot,47,,1,0,0
1003,Wii,platformer,Flip's Twisted World,47,,0,0,0
1007,Xbox 360,platformer,Sonic the Hedgehog,46,,5,0,0
1010,Wii,platformer,The Ant Bully,45,,0,0,0
1015,Wii,platformer,Niki: Rock 'n' Ball,44,,0,0,0
1020,PC,platformer,Cortex Command,44,,14,0,0
1024,PlayStation 3,platformer,Sonic the Hedgehog,43,,1,0,0
1026,Xbox 360,platformer,Ice Age: Continental Drift - Arctic Games,43,,5,0,0
1029,Wii U,platformer,The Smurfs 2,42,,6,0,0
1030,Xbox 360,platformer,Brave: A Warrior's Tale,42,,5,0,0
1033,PC,platformer,Rocko's Quest,41,,14,0,0
1034,PlayStation 3,platformer,Page Chronica,40,,1,0,0
1037,PlayStation 4,platformer,Putty Squad,38,,15,0,0
1041,3DS,platformer,Wreck-It Ralph,35,,9,0,0
1042,PC,platformer,"Ed, Edd n Eddy: The Mis-Edventures",35,,14,0,0
1044,Wii,platformer,George of the Jungle and the Search for the Secret,35,,0,0,0
1048,Wii,platformer,Anima: Ark of Sinners,32,,0,0,0
1049,Wii,platformer,CID The Dummy,31,,0,0,0
1053,Wii,platformer,Anubis II,19,,0,0,0
1055,PC,strategy,Command & Conquer,94,,14,1,1
1057,PC,strategy,Factorio,94,,14,1,1
1059,PC,strategy,Sid Meier's Civilization II,94,,14,1,1
1060,PC,strategy,Sid Meier's Civilization IV,94,,14,1,1
1061,PC,strategy,Company of Heroes,93,,14,1,1
1062,PlayStation 4,strategy,XCOM 2: War of the Chosen,93,,15,1,1
1064,PC,strategy,Starcraft II: Wings of Liberty,93,,14,1,1
1066,PC,strategy,Homeworld,93,,14,1,1
1070,PC,strategy,Warcraft III: Reign of Chaos,92,,14,1,1
1071,PC,strategy,Sid Meier's Gettysburg!,92,,14,1,1
1074,PC,strategy,Rome: Total War,92,,14,1,1
1076,3DS,strategy,Fire Emblem: Awakening,92,,9,1,1
1077,PC,strategy,Age of Empires II: The Age of Kings,92,,14,1,1
1078,PC,strategy,Sid Meier's Alpha Centauri,92,,14,1,1
1079,PC,strategy,Galactic Civilizations II: Twilight of the Arnor,92,,14,1,1
1081,PC,strategy,Myth: The Fallen Lords,91,,14,1,1
1082,PC,strategy,Mission: It's Complicated,91,,14,1,1
1083,PC,strategy,Galactic Civilizations II: Dark Avatar,91,,14,1,1
1085,PC,strategy,Crusader Kings III,91,,14,1,1
1086,Switch,strategy,SteamWorld Heist: Ultimate Edition,91,,19,1,1
1088,PlayStation Vita,strategy,SteamWorld Heist,90,,11,1,1
1089,PC,strategy,Black & White,90,,14,1,1
1096,PC,strategy,Sid Meier's Civilization III,90,,14,1,1
1099,PC,strategy,Sid Meier's Civilization V,90,,14,1,1
1100,Xbox 360,strategy,XCOM: Enemy Unknown,90,,5,1,1
1101,PC,strategy,Dota 2,90,,14,1,1
1104,PC,strategy,Into the Breach,90,,14,1,1
1105,PC,strategy,Total War: Shogun 2,90,,14,1,1
1106,PC,strategy,Empire: Total War,90,,14,1,1
1107,PC,strategy,Command & Conquer: Red Alert,90,,14,1,1
1110,PlayStation 3,strategy,XCOM: Enemy Unknown,89,,1,1,1
1111,PC,strategy,Age of Mythology,89,,14,1,1
1112,PC,strategy,Sacrifice,89,,14,1,1
1114,Xbox 360,strategy,Plants vs. Zombies,89,,5,1,1
1115,Switch,strategy,Into the Breach,89,,19,1,1
1117,PC,strategy,Homeworld: Cataclysm,89,,14,1,1
1118,PC,strategy,Combat Mission: Barbarossa to Berlin,89,,14,1,1
1120,PC,strategy,Slay the Spire,89,,14,1,1
1121,Switch,strategy,Fire Emblem: Three Houses,89,,19,1,1
1122,PC,strategy,World in Conflict,89,,14,1,1
1124,PC,strategy,Star Control 3,89,,14,1,1
1125,PC,strategy,Korsun Pocket,89,,14,1,1
1126,PC,strategy,XCOM: Enemy Unknown,89,,14,1,1
1127,PC,strategy,Rise of Nations,89,,14,1,1
1133,PC,strategy,Railroad Tycoon II,89,,14,1,1
1135,PC,strategy,XCOM 2: War of the Chosen,88,,14,1,1
1136,PC,strategy,Medieval: Total War,88,,14,1,1
1137,PC,strategy,Crusader Kings II: The Old Gods,88,,14,1,1
1138,PC,strategy,Age of Empires II: The Conquerors Expansion,88,,14,1,1
1139,Xbox One,strategy,The Banner Saga 3,88,,12,1,1
1140,PC,strategy,Starcraft,88,,14,1,1
1141,PC,strategy,Warcraft III: The Frozen Throne,88,,14,1,1
1143,PlayStation 3,strategy,XCOM: Enemy Within,88,,1,1,1
1144,PC,strategy,XCOM 2,88,,14,1,1
1145,PC,strategy,Myth II: Soulblighter,88,,14,1,1
1146,Xbox 360,strategy,XCOM: Enemy Within,88,,5,1,1
1147,3DS,strategy,Fire Emblem Fates: Special Edition,88,,9,1,1
1150,PC,strategy,Hearthstone: Heroes of Warcraft,88,,14,1,1
1151,PC,strategy,Unity of Command II,88,,14,1,1
1152,PC,strategy,Medieval II: Total War,88,,14,1,1
1154,PlayStation 4,strategy,Slay the Spire,88,,15,1,1
1156,3DS,strategy,Fire Emblem Fates: Revelation,88,,9,1,1
1157,PC,strategy,Sid Meier's Civilization VI,88,,14,1,1
1158,PC,strategy,Starcraft II: Legacy of the Void,88,,14,1,1
1159,PC,strategy,Rise of Nations: Thrones & Patriots,88,,14,1,1
1160,PC,strategy,Sid Meier's Pirates!,88,,14,1,1
1163,PC,strategy,Plants vs. Zombies,87,,14,1,1
1164,PlayStation 4,strategy,XCOM 2,87,,15,1,1
1166,PlayStation 4,strategy,Sid Meier's Civilization VI,87,,15,1,1
1167,PC,strategy,Europa Universalis II,87,,14,1,1
1168,PC,strategy,RimWorld,87,,14,1,1
1170,PC,strategy,Sins of a Solar Empire,87,,14,1,1
1171,Xbox One,strategy,Kingdom: New Lands,87,,12,1,1
1176,PC,strategy,Orcs Must Die! Unchained,87,,14,1,1
1177,3DS,strategy,Gotta Protectors,87,,9,1,1
1179,3DS,strategy,Fire Emblem Fates: Conquest,87,,9,1,1
1180,PC,strategy,Kohan: Immortal Sovereigns,87,,14,1,1
1181,Wii U,strategy,SteamWorld Heist,87,,6,1,1
1184,Wii,strategy,Little King's Story,87,,0,1,1
1185,PC,strategy,Shogun: Total War Warlord Edition,87,,14,1,1
1186,PC,strategy,Legends of Runeterra,87,,14,1,1
1187,PC,strategy,Company of Heroes: Opposing Fronts,87,,14,1,1
1189,Xbox One,strategy,Insane Robots,87,,12,1,1
1190,PC,strategy,Europa Universalis IV,87,,14,1,1
1192,Xbox One,strategy,XCOM 2,87,,12,1,1
1193,Wii U,strategy,Pikmin 3,87,,6,1,1
1194,PC,strategy,Total War: WARHAMMER II,87,,14,1,1
1195,PC,strategy,Zeus: Master of Olympus,87,,14,1,1
1196,PC,strategy,Six Ages: Ride Like the Wind,87,,14,1,1
1198,PC,strategy,Hex: Shards of Fate,87,,14,1,1
1199,PC,strategy,"Warhammer 40,000: Dawn of War - Dark Crusade",87,,14,1,1
1200,PC,strategy,Commandos 2: Men of Courage,87,,14,1,1
1202,PC,strategy,Supreme Commander,86,,14,1,1
1203,PC,strategy,Startopia,86,,14,1,1
1204,PC,strategy,Total War: Shogun 2 - Fall of the Samurai,86,,14,1,1
1205,Xbox One,strategy,Fell Seal: Arbiter's Mark,86,,12,1,1
1206,Xbox One,strategy,Sid Meier's Civilization VI,86,,12,1,1
1207,PC,strategy,Ground Control,86,,14,1,1
1208,PlayStation 3,strategy,Valkyria Chronicles,86,,1,1,1
1209,PC,strategy,Total War: WARHAMMER,86,,14,1,1
1210,PC,strategy,Total Annihilation,86,,14,1,1
1211,PC,strategy,Sid Meier's Civilization IV: Beyond the Sword,86,,14,1,1
1213,PC,strategy,Panzer Corps 2,86,,14,1,1
1214,PC,strategy,Starcraft II: Heart of the Swarm,86,,14,1,1
1218,PC,strategy,Galactic Civilizations II: Dread Lords,86,,14,1,1
1222,PlayStation 4,strategy,Fell Seal: Arbiter's Mark,86,,15,1,1
1223,PC,strategy,Age of Wonders II: The Wizard's Throne,86,,14,1,1
1224,PC,strategy,Europa Universalis III: Heir to the Throne,86,,14,1,1
1226,PC,strategy,"Warhammer 40,000: Dawn of War",86,,14,1,1
1227,Switch,strategy,Sid Meier's Civilization VI,86,,19,1,1
1229,PC,strategy,Desperados III,86,,14,1,1
1233,PC,strategy,Europa Universalis,86,,14,1,1
1234,PC,strategy,Command & Conquer: Red Alert 2 - Yuri's Revenge,86,,14,1,1
1235,3DS,strategy,SteamWorld Heist,86,,9,1,1
1236,PC,strategy,XCOM: Enemy Within,86,,14,1,1
1238,PC,strategy,Heroes of the Storm,86,,14,1,1
1239,PC,strategy,Civilization III: Conquests,86,,14,1,1
1241,3DS,strategy,Fire Emblem Fates: Birthright,86,,9,1,1
1244,PC,strategy,Oxygen Not Included,86,,14,1,1
1245,Switch,strategy,Mini Metro,86,,19,1,1
1246,PC,strategy,Cities: Skylines,85,,14,1,1
1248,PlayStation 3,strategy,Plants vs. Zombies,85,,1,1,1
1250,Xbox One,strategy,Thronebreaker: The Witcher Tales,85,,12,1,1
1251,PC,strategy,Hearthstone: Heroes of Warcraft - Whispers of the Old Gods,85,,14,1,1
1254,PC,strategy,Monster Train,85,,14,1,1
1255,Switch,strategy,Slay the Spire,85,,19,1,1
1256,PC,strategy,"Warhammer 40,000: Dawn of War II",85,,14,1,1
1257,PC,strategy,Battlerite,85,,14,1,1
1258,PC,strategy,Command & Conquer 3: Tiberium Wars,85,,14,1,1
1259,PC,strategy,Tropico,85,,14,1,1
1260,PC,strategy,Chaos Reborn,85,,14,1,1
1262,PC,strategy,Shadow Tactics: Blades of the Shogun,85,,14,1,1
1263,PC,strategy,Medieval II: Total War Kingdoms,85,,14,1,1
1264,PC,strategy,Monopoly Tycoon,85,,14,1,1
1267,PC,strategy,Hearthstone: Heroes of Warcraft - League of Explorers,85,,14,1,1
1269,Switch,strategy,"Cook, Serve, Delicious! 2!!",85,,19,1,1
1272,PC,strategy,Frozen Synapse,85,,14,1,1
1273,PC,strategy,Valkyria Chronicles,85,,14,1,1
1274,PC,strategy,Galactic Civilizations III: Crusade,85,,14,1,1
1276,PC,strategy,"Warhammer 40,000: Dawn of War II - Chaos Rising",85,,14,1,1
1278,Switch,strategy,Two Point Hospital,85,,19,1,1
1282,PC,strategy,Star Chamber,85,,14,1,1
1283,Xbox One,strategy,Age of Wonders: Planetfall,85,,12,1,1
1285,PC,strategy,Sid Meier's Civilization V: Brave New World,85,,14,1,1
1286,PlayStation 4,strategy,Valkyria Chronicles 4,85,,15,1,1
1287,PC,strategy,Total War: Three Kingdoms,85,,14,1,1
1288,PC,strategy,Sengoku Jidai: Shadow of the Shogun,85,,14,1,1
1289,PC,strategy,Thronebreaker: The Witcher Tales,85,,14,1,1
1291,Switch,strategy,Pikmin 3 Deluxe,85,,19,1,1
1292,PlayStation 3,strategy,Sid Meier's Civilization Revolution,85,,1,1,1
1293,PC,strategy,"Warhammer 40,000: Dawn of War - Winter Assault",85,,14,1,1
1294,Xbox One,strategy,Shadow Tactics: Blades of the Shogun,85,,12,1,1
1295,PC,strategy,Starcraft Remastered,85,,14,1,1
1296,PlayStation 4,strategy,Shadow Tactics: Blades of the Shogun,85,,15,1,1
1297,Xbox One,strategy,Desperados III,85,,12,1,1
1298,Switch,strategy,Mario + Rabbids: Kingdom Battle,85,,19,1,1
1299,Switch,strategy,Disgaea 4 Complete+,85,,19,1,1
1300,PlayStation 4,strategy,Valkyria Chronicles Remastered,84,,15,1,1
1306,PC,strategy,The Movies,84,,14,1,1
1307,PC,strategy,Sid Meier's SimGolf,84,,14,1,1
1308,PC,strategy,Command & Conquer: Generals,84,,14,1,1
1309,Switch,strategy,Thronebreaker: The Witcher Tales,84,,19,1,1
1310,PC,strategy,Planet Coaster,84,,14,1,1
1311,Switch,strategy,Valkyria Chronicles,84,,19,1,1
1314,PC,strategy,Hearthstone: Heroes of Warcraft - Goblins Vs. Gnomes,84,,14,1,1
1317,PC,strategy,Shogun: Total War,84,,14,1,1
1318,PC,strategy,Heroes of Might and Magic IV,84,,14,1,1
1319,PC,strategy,Command & Conquer: Red Alert 2,84,,14,1,1
1320,PC,strategy,Hearthstone: Heroes of Warcraft - Knights of the Frozen Throne,84,,14,1,1
1321,3DS,strategy,Shin Megami Tensei: Devil Survivor 2 Record Breaker,84,,9,1,1
1323,PC,strategy,Field of Glory II,84,,14,1,1
1324,Xbox 360,strategy,Sid Meier's Civilization Revolution,84,,5,1,1
1325,PC,strategy,Spore,84,,14,1,1
1326,PC,strategy,Unity of Command,84,,14,1,1
1327,PC,strategy,Hearthstone: Heroes of Warcraft - The Grand Tournament,84,,14,1,1
1328,PC,strategy,Total War: WARHAMMER II - Rise of the Tomb Kings,84,,14,1,1
1329,PlayStation Vita,strategy,Frozen Synapse Prime,84,,11,1,1
1330,Switch,strategy,Wargroove,84,,19,1,1
1331,PC,strategy,Disciples II: Dark Prophecy,84,,14,1,1
1332,PC,strategy,Europa Universalis IV: Wealth of Nations,84,,14,1,1
1333,Xbox One,strategy,The Banner Saga 2,84,,12,1,1
1334,PlayStation 4,strategy,Dungeon of the Endless,84,,15,1,1
1336,PlayStation 4,strategy,Wargroove,84,,15,1,1
1337,Xbox One,strategy,Two Point Hospital,84,,12,1,1
1338,Xbox 360,strategy,Worms 2: Armageddon,84,,5,1,1
1339,PC,strategy,SimCity 4,84,,14,1,1
1340,PC,strategy,Age of Mythology: The Titans,84,,14,1,1
1341,PC,strategy,Magic: The Gathering Arena,84,,14,1,1
1344,PC,strategy,Rise of Nations: Rise of Legends,84,,14,1,1
1345,PC,strategy,DEFCON: Everybody Dies,84,,14,1,1
1347,PC,strategy,Total War: Shogun 2 - Rise of the Samurai,84,,14,1,1
1348,PC,strategy,Age of Empires II: Definitive Edition,84,,14,1,1
1349,PC,strategy,The Lord of the Rings: The Battle for Middle-Earth II,84,,14,1,1
1350,PC,strategy,Medieval: Total War - Viking Invasion,84,,14,1,1
1351,PlayStation 4,strategy,Lara Croft GO,84,,15,1,1
1354,PlayStation Vita,strategy,PixelJunk Monsters: Ultimate HD,84,,11,1,1
1355,Wii,strategy,Swords & Soldiers,84,,0,1,1
1356,PC,strategy,Sid Meier's Civilization IV: Warlords,84,,14,1,1
1357,PC,strategy,Master of Orion II: Battle at Antares,84,,14,1,1
1358,PC,strategy,Poseidon,84,,14,1,1
1360,PC,strategy,Might & Magic: Duel of Champions,84,,14,1,1
1361,PC,strategy,Darwinia,84,,14,1,1
1362,PC,strategy,Ultimate General: Gettysburg,84,,14,1,1
1363,PC,strategy,Two Point Hospital,83,,14,1,1
1364,PlayStation 4,strategy,Disgaea 1 Complete,83,,15,1,1
1365,PC,strategy,Anno 2070,83,,14,1,1
1366,PC,strategy,SMITE,83,,14,1,1
1368,PC,strategy,Galactic Civilizations III: Intrigue,83,,14,1,1
1369,PC,strategy,Valkyria Chronicles 4,83,,14,1,1
1370,Switch,strategy,Prison Architect: Nintendo Switch Edition,83,,19,1,1
1371,PC,strategy,Galactic Civilizations,83,,14,1,1
1372,PC,strategy,Homeworld 2,83,,14,1,1
1373,PC,strategy,Silent Storm,83,,14,1,1
1374,PC,strategy,Command & Conquer: Generals - Zero Hour,83,,14,1,1
1375,PlayStation 3,strategy,PixelJunk Monsters,83,,1,1,1
1376,PC,strategy,Orcs Must Die!,83,,14,1,1
1377,PlayStation 3,strategy,Comet Crash,83,,1,1,1
1379,Xbox One,strategy,Port Royale 4,83,,12,1,1
1380,PC,strategy,This War of Mine,83,,14,1,1
1381,PC,strategy,Frozen Synapse Prime,83,,14,1,1
1382,PC,strategy,Hearts of Iron II,83,,14,1,1
1383,PC,strategy,Total War: WARHAMMER II - Curse of the Vampire Coast,83,,14,1,1
1384,PC,strategy,Age of Empires,83,,14,1,1
1385,PC,strategy,Naked War,83,,14,1,1
1386,Xbox 360,strategy,Magic: Duels of the Planeswalkers 2014,83,,5,1,1
1387,PC,strategy,Card Hunter (2013),83,,14,1,1
1390,PC,strategy,Parkitect,83,,14,1,1
1391,Switch,strategy,The Banner Saga 3,83,,19,1,1
1392,PC,strategy,Orcs Must Die! 2,83,,14,1,1
1396,Wii U,strategy,CastleStorm,83,,6,1,1
1398,PlayStation 4,strategy,SteamWorld Heist,83,,15,1,1
1400,PC,strategy,Spore Creature Creator,83,,14,1,1
1404,PC,strategy,Sid Meier's Civilization IV: Colonization,83,,14,1,1
1405,PC,strategy,Steel Division: Normandy 44,83,,14,1,1
1406,PC,strategy,Hearts of Iron IV,83,,14,1,1
1407,PC,strategy,Europa Universalis III,83,,14,1,1
1408,PC,strategy,Duskers,83,,14,1,1
1409,PC,strategy,Door Kickers,83,,14,1,1
1411,Switch,strategy,Worms W.M.D,83,,19,1,1
1417,PC,strategy,Stellaris: Synthetic Dawn,83,,14,1,1
1418,PC,strategy,One Step From Eden,83,,14,1,1
1419,PlayStation 4,strategy,Disgaea 4 Complete+,83,,15,1,1
1420,Xbox One,strategy,Planet Coaster: Console Edition,83,,12,1,1
1421,PC,strategy,"Invisible, Inc.",82,,14,1,1
1422,Xbox 360,strategy,Defense Grid: The Awakening,82,,5,1,1
1424,PC,strategy,Capitalism II,82,,14,1,1
1425,PC,strategy,Dawn of Discovery,82,,14,1,1
1426,PC,strategy,The Banner Saga 2,82,,14,1,1
1427,PC,strategy,Galactic Civilizations II: Endless Universe,82,,14,1,1
1431,PC,strategy,Act of War: Direct Action,82,,14,1,1
1433,Xbox 360,strategy,Iron Brigade,82,,5,1,1
1434,Switch,strategy,Mario + Rabbids: Kingdom Battle - Donkey Kong Adventure,82,,19,1,1
1435,Switch,strategy,Valkyria Chronicles 4,82,,19,1,1
1436,PlayStation 4,strategy,Desperados III,82,,15,1,1
1437,PC,strategy,Rome: Total War Barbarian Invasion,82,,14,1,1
1438,PC,strategy,Hearthstone: Heroes of Warcraft - Blackrock Mountain,82,,14,1,1
1440,PC,strategy,Sins of a Solar Empire: Rebellion,82,,14,1,1
1442,PC,strategy,Warlords Battlecry II,82,,14,1,1
1443,PC,strategy,Age of Wonders: Shadow Magic,82,,14,1,1
1445,PC,strategy,Stellaris: Utopia,82,,14,1,1
1447,PC,strategy,Endless Legend,82,,14,1,1
1448,PC,strategy,The Banner Saga 3,82,,14,1,1
1449,PlayStation 4,strategy,Defender's Quest: Valley of the Forgotten DX Edition,82,,15,1,1
1450,Switch,strategy,Swords & Soldiers II: Shawarmageddon,82,,19,1,1
1451,Xbox One,strategy,Railway Empire: Complete Collection,82,,12,1,1
1452,PlayStation 4,strategy,"Invisible, Inc. Console Edition",82,,15,1,1
1454,PC,strategy,Airborne Assault: Red Devils Over Arnhem,82,,14,1,1
1456,PlayStation Vita,strategy,XCOM: Enemy Unknown Plus,82,,11,1,1
1458,PC,strategy,Dominions 3: The Awakening,82,,14,1,1
1459,PlayStation 4,strategy,Two Point Hospital,82,,15,1,1
1460,PC,strategy,Crusader Kings II,82,,14,1,1
1461,PC,strategy,Battle Realms,82,,14,1,1
1462,PC,strategy,Europa 1400: The Guild,82,,14,1,1
1463,PC,strategy,Warlords Battlecry,82,,14,1,1
1465,Xbox 360,strategy,Command & Conquer 3: Tiberium Wars,82,,5,1,1
1467,PC,strategy,Duelyst,82,,14,1,1
1468,PC,strategy,Command & Conquer: Red Alert 3,82,,14,1,1
1469,PC,strategy,King's Bounty: Armored Princess,82,,14,1,1
1470,PC,strategy,Age of Wonders III - Golden Realms,82,,14,1,1
1471,Xbox 360,strategy,Halo Wars,82,,5,1,1
1472,PlayStation 3,strategy,PixelJunk Monsters Encore,82,,1,1,1
1473,PC,strategy,Wargroove,82,,14,1,1
1474,PlayStation Vita,strategy,Disgaea 4: A Promise Revisited,82,,11,1,1
1475,PC,strategy,Celtic Kings: Rage of War,82,,14,1,1
1476,PlayStation 4,strategy,Railway Empire: Complete Collection,82,,15,1,1
1478,PC,strategy,The Lord of the Rings: The Battle for Middle-Earth,82,,14,1,1
1483,PlayStation 4,strategy,Orcs Must Die! Unchained,82,,15,1,1
1484,PC,strategy,Fell Seal: Arbiter's Mark,82,,14,1,1
1485,PC,strategy,ISLANDERS,82,,14,1,1
1488,PC,strategy,Wintermoor Tactics Club,81,,14,1,1
1489,Switch,strategy,Disgaea 5 Complete,81,,19,1,1
1490,PC,strategy,Starships Unlimited: Divided Galaxies,81,,14,1,1
1491,PC,strategy,Airborne Assault: Highway to the Reich,81,,14,1,1
1493,PC,strategy,Supreme Commander: Forged Alliance,81,,14,1,1
1496,PC,strategy,Crusader Kings II: The Republic,81,,14,1,1
1497,Xbox One,strategy,Stellaris: Console Edition,81,,12,1,1
1498,PlayStation 3,strategy,From Dust,81,,1,1,1
1501,PC,strategy,MORDHAU,81,,14,1,1
1503,PlayStation 4,strategy,Cities: Skylines - PlayStation 4 Edition,81,,15,1,1
1505,PC,strategy,Age of Empires III,81,,14,1,1
1506,Xbox 360,strategy,Toy Soldiers: Cold War,81,,5,1,1
1507,Wii,strategy,Dawn of Discovery,81,,0,1,1
1508,PC,strategy,Distant Worlds: Universe,81,,14,1,1
1509,PC,strategy,Ashes of the Singularity: Escalation,81,,14,1,1
1510,3DS,strategy,Fire Emblem Echoes: Shadows of Valentia,81,,9,1,1
1511,PC,strategy,SteamWorld Heist,81,,14,1,1
1512,PC,strategy,Empires: Dawn of the Modern World,81,,14,1,1
1513,PC,strategy,Company of Heroes 2: Ardennes Assault,81,,14,1,1
1514,Switch,strategy,Rune Factory 4 Special,81,,19,1,1
1515,Xbox 360,strategy,Toy Soldiers,81,,5,1,1
1516,PC,strategy,DG2: Defense Grid 2,81,,14,1,1
1517,PC,strategy,Napoleon: Total War,81,,14,1,1
1518,PC,strategy,Stronghold,81,,14,1,1
1522,PC,strategy,Victoria II: Heart of Darkness,81,,14,1,1
1523,Switch,strategy,Carto,81,,19,1,1
1524,PC,strategy,RollerCoaster Tycoon 3,81,,14,1,1
1527,Xbox 360,strategy,Skulls of the Shogun,81,,5,1,1
1528,PC,strategy,Sid Meier's Civilization: Beyond Earth,81,,14,1,1
1529,Xbox One,strategy,Awesomenauts Assemble!,81,,12,1,1
1530,PC,strategy,Vietnam '65,81,,14,1,1
1534,PC,strategy,Disgaea 2 PC,81,,14,1,1
1536,PlayStation 3,strategy,Swords & Soldiers,81,,1,1,1
1537,PC,strategy,Rails Across America,81,,14,1,1
1538,PC,strategy,Combat Mission 3: Afrika Korps,81,,14,1,1
1539,PC,strategy,Anno 1800,81,,14,1,1
1540,PC,strategy,Kohan II: Kings of War,81,,14,1,1
1541,PC,strategy,Darkest Hour: A Hearts of Iron Game,81,,14,1,1
1542,PC,strategy,Galactic Civilizations III,81,,14,1,1
1544,PC,strategy,Planet Zoo,81,,14,1,1
1545,PC,strategy,Order of Battle: Pacific,81,,14,1,1
1546,PlayStation 4,strategy,Swords & Soldiers II: Shawarmageddon,81,,15,1,1
1547,PC,strategy,Empire Earth,81,,14,1,1
1550,PC,strategy,Phantom Brave PC,81,,14,1,1
1551,Xbox One,strategy,Valkyria Chronicles 4,81,,12,1,1
1552,Xbox One,strategy,Cities: Skylines - Xbox One Edition,81,,12,1,1
1553,Switch,strategy,Nowhere Prophet,81,,19,1,1
1555,PC,strategy,Aztez,81,,14,1,1
1556,Switch,strategy,Game Dev Tycoon,81,,19,1,1
1557,PC,strategy,Wargame: European Escalation,81,,14,1,1
